181-0991-1_LHL_S1_L001	181-0991-3_LHL_S2_L001	SKM_0923-1_RHL_S5_L001	SKM_0923-3_RHL_S6_L001	WT62_0987-3_RHL_S9_L001	WT62_0987-4_RHL_S10_L001	212-4281_E62SKM_RHL_Emb1_S1	212-4281_E62SKM_RHL_Emb4_S2	6132-1_Right_Gastroc_S15	6132-2_Left_Sol_S16	6132-3_Left_Sol_S17	6132-3_Right_Gastroc_S18
ENSSSCG00000035839	533	572	1792	1698	1373	1419	2291	2621	2204	2204	2137	2278
ENSSSCG00000035842	3363	3945	5286	5354	4065	4007	8622	6727	4389	5139	4612	5067
ENSSSCG00000035843	0	8	3	0	0	0	0	0	0	3	5	2
ENSSSCG00000035845	488	616	1097	991	975	986	774	752	582	830	728	725
ENSSSCG00000035848	0	0	0	0	0	0	0	0	1	0	0	0
ENSSSCG00000035849	1298	2198	10351	7630	1333	1347	6571	4072	1275	1302	1310	1182
ENSSSCG00000035850	6	3	18	17	2	6	13	13	8	2	2	5
ENSSSCG00000035851	0	0	0	0	0	0	0	2	0	1	0	0
ENSSSCG00000035852	1730	1773	5536	4996	3951	3589	4233	3879	3649	4321	3468	3848
ENSSSCG00000035854	746	837	2754	2565	2336	2104	1780	1843	1629	2364	1905	1842
ENSSSCG00000035856	369	440	915	734	906	1031	1109	1123	1749	1251	1961	1444
ENSSSCG00000035857	0	5	18	11	9	6	27	23	4	4	5	3
ENSSSCG00000035859	1252	1451	3963	4776	283	278	2486	1815	513	701	722	479
ENSSSCG00000035863	956	1404	3137	2971	1554	1659	2894	2326	1763	1956	1703	1721
ENSSSCG00000035867	116	127	521	396	173	268	610	603	873	686	852	697
ENSSSCG00000035868	0	0	1	1	0	0	0	0	0	0	0	0
ENSSSCG00000035873	561	602	1736	1634	667	741	1883	1597	863	894	850	861
ENSSSCG00000035874	0	0	0	0	0	0	0	0	0	0	1	0
ENSSSCG00000035875	3188	3012	5932	5716	3471	3399	7362	6643	4900	5398	5219	5049
ENSSSCG00000035876	58	63	248	284	165	171	416	346	249	276	214	228
ENSSSCG00000035877	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000035878	6	16	5	30	3	1	66	23	0	6	5	6
ENSSSCG00000035883	73	55	319	248	165	216	631	811	932	654	849	871
ENSSSCG00000035884	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000035885	23	35	157	68	0	0	3	0	0	0	0	0
ENSSSCG00000035887	91	174	364	315	102	85	305	289	223	220	223	214
ENSSSCG00000035890	1	0	0	0	0	1	2	4	2	2	2	0
ENSSSCG00000035891	30	60	375	319	254	222	198	243	89	155	128	79
ENSSSCG00000035892	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000035893	72	73	114	105	113	119	162	105	156	170	132	175
ENSSSCG00000035895	354	286	1521	1674	915	1097	2005	2297	1038	1339	1128	1171
ENSSSCG00000035901	3848	4505	10547	10730	6949	7375	13013	11112	8541	9337	9213	9007
ENSSSCG00000035904	47523	62863	80494	74345	78595	68256	124118	88818	65899	80945	57286	77836
ENSSSCG00000035906	3	0	6	3	3	7	15	9	14	7	20	4
ENSSSCG00000035907	0	0	1	0	0	0	1	4	10	2	10	2
ENSSSCG00000035908	1454	1850	1919	1943	1559	1349	2551	1948	1625	1574	1566	1536
ENSSSCG00000035909	20	20	172	171	4	10	513	340	3	5	6	0
ENSSSCG00000035911	27	15	12	16	65	54	56	162	222	190	176	191
ENSSSCG00000035912	6	0	19	33	14	8	9	10	22	10	13	16
ENSSSCG00000035914	2168	2714	3062	2929	3212	2558	4214	3525	3198	3604	3286	3337
ENSSSCG00000035915	0	0	5	1	3	4	0	2	1	1	2	0
ENSSSCG00000035919	0	0	0	0	1	0	0	7	0	0	0	0
ENSSSCG00000035920	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000035923	336	385	479	583	825	818	858	858	934	1059	1000	908
ENSSSCG00000035924	25	32	74	93	3	9	64	37	38	19	27	14
ENSSSCG00000035925	0	0	0	0	0	0	0	0	0	0	0	1
ENSSSCG00000035928	7	16	13	14	40	29	2	0	3	5	1	5
ENSSSCG00000035929	14	14	26	36	11	22	35	48	87	93	82	53
ENSSSCG00000035930	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000035933	4	3	44	66	18	27	95	99	33	62	52	23
ENSSSCG00000035934	379	484	765	790	320	375	726	651	597	626	720	566
ENSSSCG00000035935	66	43	84	103	34	117	133	23	24	68	41	37
ENSSSCG00000035937	4027	2974	9375	9133	4462	9643	22364	14131	3346	3568	2429	2592
ENSSSCG00000035938	8	10	38	36	1	1	5	2	3	3	1	4
ENSSSCG00000035939	373	645	1198	1100	1623	1519	1497	1436	1650	2190	1635	1937
ENSSSCG00000035940	219	274	1039	1219	312	370	1919	2096	651	777	795	624
ENSSSCG00000035941	1161	1303	2896	3208	1955	2274	4547	3610	1885	2039	2022	1874
ENSSSCG00000035945	432	504	946	852	600	615	788	709	636	594	638	652
ENSSSCG00000035949	1535	1633	3252	2952	1650	1634	4099	3348	1633	1738	2146	1527
ENSSSCG00000035952	1045	1070	2680	2557	2388	2882	3613	3649	2065	2893	2723	2755
ENSSSCG00000035954	494	539	982	1038	548	550	1538	1156	948	766	833	837
ENSSSCG00000035956	969	981	1008	989	1536	1742	1399	1118	1517	1693	1463	1396
ENSSSCG00000035958	75	138	340	325	52	41	597	404	139	130	102	133
ENSSSCG00000035960	4	2	6	8	2	4	27	23	8	16	12	19
ENSSSCG00000035964	0	0	0	0	1	0	1	0	0	2	0	0
ENSSSCG00000035965	113	162	252	273	2583	866	94	79	2391	2363	2856	1798
ENSSSCG00000035967	703	839	1881	1785	1374	1480	1583	1495	1146	1397	1145	1018
ENSSSCG00000035968	41	145	827	941	20	37	262	158	12	1	2	17
ENSSSCG00000035969	2014	2409	6790	6609	6693	6416	8909	9071	10420	11109	9690	11571
ENSSSCG00000035971	19	17	51	69	91	92	106	82	53	82	61	61
ENSSSCG00000035972	23	69	157	130	24	30	129	134	22	43	36	29
ENSSSCG00000035973	912	1027	1641	1813	1303	1331	2987	2332	2141	2073	2030	2023
ENSSSCG00000035975	0	0	1	0	0	0	0	0	0	0	0	0
ENSSSCG00000035982	0	0	0	0	0	0	0	0	0	3	5	2
ENSSSCG00000035983	3094	4058	1101	1166	9566	8127	4377	4259	7438	12665	11882	8819
ENSSSCG00000035985	358	382	1125	1039	776	717	1358	1376	888	1028	972	941
ENSSSCG00000035986	0	0	0	0	0	0	0	0	3	2	0	0
ENSSSCG00000035987	235	236	396	335	458	572	521	657	275	296	307	284
ENSSSCG00000035988	0	0	0	1	0	0	0	1	0	0	0	0
ENSSSCG00000035989	3	0	0	0	0	1	4	8	4	0	4	1
ENSSSCG00000035991	227	287	639	498	321	235	648	614	303	318	288	317
ENSSSCG00000035992	610	664	2098	1979	1570	1821	2974	2547	2302	2267	2137	2390
ENSSSCG00000035993	518	473	1621	2014	1255	1802	2966	2691	1252	1489	1077	1297
ENSSSCG00000035995	711	810	1035	1015	817	711	1634	1286	780	844	844	756
ENSSSCG00000035997	53771	77927	94881	84938	85005	74156	159584	118311	70874	82776	60923	81239
ENSSSCG00000035999	151	195	391	284	287	242	443	439	527	530	482	476
ENSSSCG00000036001	354	414	896	895	571	725	1400	1087	1017	1069	947	947
ENSSSCG00000036002	1001	1188	2404	2232	1996	2031	3338	2614	2145	2481	2409	2236
ENSSSCG00000036005	420	545	1205	1370	1017	1007	1624	1345	1365	1471	1365	1377
ENSSSCG00000036007	3496	2679	21939	25539	5757	4359	5661	5209	5044	8083	6852	4820
ENSSSCG00000036008	321	387	11	23	455	267	11	6	30	78	48	33
ENSSSCG00000036011	93	42	285	320	56	67	121	41	47	62	67	62
ENSSSCG00000036013	0	0	1	1	0	1	11	1	12	7	14	4
ENSSSCG00000036014	63334	82051	91268	82652	96987	85773	144490	105195	77267	88012	66450	87960
ENSSSCG00000036015	213	197	1166	1018	669	683	428	383	269	456	276	330
ENSSSCG00000036017	0	5	1	0	0	2	19	11	3	2	4	2
ENSSSCG00000036022	34	60	267	226	176	168	189	215	158	210	168	178
ENSSSCG00000036025	0	0	0	0	0	0	0	1	2	0	0	0
ENSSSCG00000036026	5	6	3	1	1	0	0	5	7	2	6	2
ENSSSCG00000036027	73	80	238	208	274	293	300	235	176	311	202	216
ENSSSCG00000036028	262	283	684	735	321	450	1070	882	709	669	809	675
ENSSSCG00000036029	1	0	10	9	34	32	26	66	268	145	228	280
ENSSSCG00000036030	432	447	208	167	2073	1566	257	195	1622	2355	1816	1795
ENSSSCG00000036033	290	228	1441	1210	80	221	2314	1889	763	568	956	680
ENSSSCG00000036035	0	0	0	0	0	0	0	3	0	3	1	0
ENSSSCG00000036036	227	273	950	735	586	746	1933	2206	860	889	790	837
ENSSSCG00000036039	705	758	1331	1363	1051	1127	2131	1782	878	1174	1014	1105
ENSSSCG00000036044	920	1105	5	8	1132	1402	5	5	134	615	544	142
ENSSSCG00000036047	417	563	707	649	589	621	1138	1071	669	688	638	736
ENSSSCG00000036049	65862	65507	47114	40297	223056	256005	26028	12675	203018	234512	251355	202517
ENSSSCG00000036050	224	261	582	593	661	711	1941	2307	2784	2401	2585	2888
ENSSSCG00000036052	2642	3188	1	3	13036	21334	9	0	112049	55153	97340	68569
ENSSSCG00000036054	0	0	2	0	0	0	0	0	0	0	0	0
ENSSSCG00000036056	38	60	159	95	171	158	107	77	472	262	261	362
ENSSSCG00000036057	216	219	389	344	258	333	761	714	660	637	688	584
ENSSSCG00000036059	827	1012	5	1	1166	810	9	0	544	1048	1249	542
ENSSSCG00000036060	312	352	139	172	744	553	188	194	447	1079	1325	504
ENSSSCG00000036062	387	585	797	723	1397	1377	1045	835	1603	1585	2066	1684
ENSSSCG00000036064	0	5	9	13	1	6	33	43	11	2	2	3
ENSSSCG00000036067	318	340	727	858	448	463	1032	924	796	848	838	665
ENSSSCG00000036068	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000036069	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000036071	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000036072	0	0	0	0	0	0	0	0	0	0	1	0
ENSSSCG00000036074	1185	1322	1314	1257	1437	1086	2158	1371	1152	1477	1303	1316
ENSSSCG00000036075	543	612	602	671	779	774	1563	1283	1082	1072	932	1105
ENSSSCG00000036077	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000036078	50	77	111	125	55	90	10	13	147	89	132	195
ENSSSCG00000036081	1279	1619	2506	2576	2106	2313	4597	4241	3465	3379	3602	3236
ENSSSCG00000036083	232	205	317	338	776	1184	721	585	2328	2066	1975	2534
ENSSSCG00000036085	0	1	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000036086	8	8	25	10	30	32	160	916	36	59	48	38
ENSSSCG00000036087	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000036089	18	25	74	71	7	10	54	84	30	23	24	17
ENSSSCG00000036091	1919	2042	3316	3197	2337	2884	3683	2801	4260	3758	3753	3939
ENSSSCG00000036094	33	56	11	31	279	294	70	81	935	989	964	1065
ENSSSCG00000036095	0	1	4	5	0	3	9	10	11	15	30	10
ENSSSCG00000036098	0	0	0	2	0	0	0	0	3	0	1	5
ENSSSCG00000036100	0	2	5	0	3	6	4	10	34	8	24	20
ENSSSCG00000036102	579	788	1518	1423	1439	1383	1858	1752	1282	1595	1279	1310
ENSSSCG00000036103	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000036106	912	1080	2019	1782	1754	1425	2230	2012	2180	2370	2408	2398
ENSSSCG00000036109	18	16	8	6	555	594	0	1	39	66	58	36
ENSSSCG00000036110	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000036111	0	0	3	0	0	0	0	0	0	0	0	0
ENSSSCG00000036113	95	65	199	250	288	287	550	564	763	652	738	694
ENSSSCG00000036114	2875	3464	3861	4174	2564	2492	10060	6957	2694	3174	2290	2973
ENSSSCG00000036115	1977	1919	3130	3377	2518	2791	4919	4095	3409	3835	3590	3730
ENSSSCG00000036118	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000036119	126	493	1536	1083	6	3	125	76	6	17	12	12
ENSSSCG00000036122	69	32	92	102	14	14	96	59	42	18	43	29
ENSSSCG00000036124	558	671	1382	1056	334	267	1254	779	1487	964	1360	770
ENSSSCG00000036125	227	148	1087	1450	19	30	461	268	28	29	21	49
ENSSSCG00000036129	1381	1611	3340	3182	2201	1988	4982	4463	2741	2772	2830	2642
ENSSSCG00000036132	6748	5972	46	35	100268	95302	97	82	151013	186542	126482	190908
ENSSSCG00000036133	0	5	5	6	1	1	6	5	0	0	0	2
ENSSSCG00000036134	16	28	57	27	35	19	34	12	65	13	30	38
ENSSSCG00000036135	143661	85950	512169	558530	152987	286021	1246060	1139661	365156	466819	650994	364627
ENSSSCG00000036136	418	385	402	557	856	813	790	333	3733	3127	3325	2763
ENSSSCG00000036139	97	123	213	207	266	337	338	288	410	541	465	482
ENSSSCG00000036142	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000036145	123	141	95	90	682	734	106	66	1400	1056	977	1351
ENSSSCG00000036146	25	20	6	18	7	5	8	5	3	11	9	2
ENSSSCG00000036152	256	357	1225	1044	588	653	725	753	894	651	657	853
ENSSSCG00000036153	8	19	75	64	31	32	10	29	24	33	29	26
ENSSSCG00000036155	2805	2255	14844	14079	2936	5258	11524	16644	6763	6195	7832	5536
ENSSSCG00000036157	344	377	431	266	129	286	211	9	246	39	122	68
ENSSSCG00000036158	16	50	265	295	39	21	127	102	143	92	196	109
ENSSSCG00000036159	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000036160	448	485	1689	1655	1090	1049	2071	1976	2012	2244	2321	1829
ENSSSCG00000036161	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000036168	279	340	515	480	348	364	829	639	646	568	650	619
ENSSSCG00000036169	51	85	177	162	115	128	376	290	190	193	208	213
ENSSSCG00000036172	12	18	206	168	1	2	27	45	0	0	0	0
ENSSSCG00000036174	4	2	4	10	12	16	16	20	26	28	29	27
ENSSSCG00000036176	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000036178	688	868	1039	1001	672	529	1549	1347	494	556	516	609
ENSSSCG00000036183	1	0	3	7	1	5	5	17	24	9	17	15
ENSSSCG00000036186	2	0	2	5	6	4	18	10	0	1	1	0
ENSSSCG00000036191	3	8	8	14	3	7	27	24	11	6	23	15
ENSSSCG00000036192	612	697	1897	1616	1328	1257	2150	2054	954	1322	1184	1128
ENSSSCG00000036197	180	183	156	206	181	183	295	240	195	222	261	244
ENSSSCG00000036198	5	3	21	18	22	13	61	49	142	85	110	110
ENSSSCG00000036201	2651	2784	10354	8741	505	1663	1229	687	1610	2249	1531	1256
ENSSSCG00000036206	866	836	3300	3710	2552	3077	3506	2713	2321	2707	2524	2436
ENSSSCG00000036208	335	492	744	511	585	606	665	679	1202	984	922	1197
ENSSSCG00000036210	2241	2030	4954	5240	4517	4782	8464	7127	6424	6154	6383	5946
ENSSSCG00000036213	285	233	1383	1537	737	875	1733	1582	1076	1342	1152	1150
ENSSSCG00000036219	281	493	0	0	273	495	3	0	59	144	40	76
ENSSSCG00000036220	14	36	76	94	44	26	84	44	33	42	28	35
ENSSSCG00000036223	25	20	72	64	15	34	56	182	70	66	60	54
ENSSSCG00000036224	1	0	1	2	62	40	86	394	138	292	221	167
ENSSSCG00000036227	7	0	16	12	18	15	27	34	117	70	96	88
ENSSSCG00000036229	263	267	991	1169	569	756	1653	1559	895	927	812	898
ENSSSCG00000036231	2	3	6	0	3	0	1	10	0	0	3	4
ENSSSCG00000036233	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000036234	0	0	0	0	12	3	0	0	54	35	131	34
ENSSSCG00000036236	1731	1395	1814	2054	2183	1580	1725	1405	2212	2203	2306	2294
ENSSSCG00000036237	1994	1577	1200	1027	6927	7964	2741	4605	19452	14881	16778	19248
ENSSSCG00000036239	10	21	8	14	20	17	31	45	15	25	14	35
ENSSSCG00000036241	0	0	0	0	0	0	2	0	0	0	0	1
ENSSSCG00000036244	1	3	5	6	52	90	8	3	191	381	209	231
ENSSSCG00000036246	182	85	393	375	204	243	1923	1446	524	545	619	463
ENSSSCG00000036247	239	327	593	626	610	665	1267	1178	1446	1421	1467	1426
ENSSSCG00000036248	6	4	15	6	15	13	24	23	27	31	41	41
ENSSSCG00000036250	0	0	0	3	0	0	0	0	0	1	0	0
ENSSSCG00000036255	0	0	0	0	0	0	0	0	0	1	0	0
ENSSSCG00000036256	873	1120	1589	1615	947	867	2547	1743	949	939	708	926
ENSSSCG00000036257	213	271	356	399	352	385	697	543	539	547	461	513
ENSSSCG00000036261	3	1	50	40	26	27	100	75	37	45	29	23
ENSSSCG00000036270	6	31	30	36	0	0	27	3	0	1	0	0
ENSSSCG00000036272	0	0	0	0	2	0	0	0	0	2	0	0
ENSSSCG00000036274	22	20	36	47	5	6	30	39	37	28	36	22
ENSSSCG00000036275	989	1203	1648	1532	1750	1540	2898	2310	2423	2638	1952	2446
ENSSSCG00000036276	0	1	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000036280	2872	3269	6699	6215	7499	6684	6729	6730	7843	8527	8343	8964
ENSSSCG00000036284	339	386	693	831	499	485	1005	842	613	680	679	580
ENSSSCG00000036285	0	4	0	0	0	0	0	0	0	5	0	0
ENSSSCG00000036286	2143	2178	4737	4784	3447	3065	5105	4545	3726	4415	3856	3857
ENSSSCG00000036288	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000036291	150	218	383	397	286	315	665	634	380	440	467	384
ENSSSCG00000036293	2453	2627	4680	4933	3901	4328	8899	7750	9468	9249	8675	9659
ENSSSCG00000036294	158	206	313	323	254	241	436	341	375	449	373	360
ENSSSCG00000036295	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000036296	33461	39024	36970	35036	34649	31112	74889	55499	29553	35776	26112	35335
ENSSSCG00000036298	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000036302	0	0	0	0	0	0	0	2	0	3	4	0
ENSSSCG00000036305	87	219	594	441	186	123	278	67	71	104	62	88
ENSSSCG00000036307	689	644	3820	3723	1493	1521	3593	3951	1087	1455	1103	1113
ENSSSCG00000036308	588	695	1581	1558	1385	1421	1554	1627	1043	1368	1087	1216
ENSSSCG00000036310	1021	1280	1826	1772	1647	1711	2461	2182	1499	1857	1548	1701
ENSSSCG00000036311	100	110	132	129	147	189	459	434	482	433	452	487
ENSSSCG00000036314	143	103	461	412	179	221	823	1183	317	279	314	330
ENSSSCG00000036316	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000036317	2115	2279	4121	3570	3319	3194	4323	4309	2530	3203	3017	3106
ENSSSCG00000036321	128	244	600	632	336	358	1550	1523	895	880	880	831
ENSSSCG00000036322	1626	1625	1312	1541	2052	2265	1497	1267	1669	2137	2340	1783
ENSSSCG00000036326	619	560	2318	2053	1752	1973	1843	1843	1648	2091	1766	1781
ENSSSCG00000036328	763	1009	1872	1673	1841	1702	1575	1515	1351	1945	1438	1604
ENSSSCG00000036331	11	29	31	20	67	130	60	80	512	551	528	534
ENSSSCG00000036339	155	199	556	534	487	606	1013	967	2273	1876	2183	2271
ENSSSCG00000036340	720	942	1336	1390	1523	1309	1170	1084	2005	1792	1913	1930
ENSSSCG00000036341	0	4	31	29	7	0	12	1	0	1	2	0
ENSSSCG00000036342	11	11	24	18	11	24	44	78	84	80	126	105
ENSSSCG00000036346	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000036347	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000036348	211	170	392	422	287	250	294	268	388	350	372	302
ENSSSCG00000036349	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000036350	28283	28768	32915	35190	30361	31389	55973	46251	51892	48655	49834	48412
ENSSSCG00000036352	249	559	1514	1078	40	40	736	318	60	88	74	83
ENSSSCG00000036354	0	0	2	3	0	0	262	1	0	0	0	0
ENSSSCG00000036356	51	68	157	169	92	147	312	300	167	187	214	123
ENSSSCG00000036358	0	0	0	0	3	0	4	2	35	19	17	17
ENSSSCG00000036359	34	55	18	21	85	129	42	64	74	104	94	69
ENSSSCG00000036360	261	349	875	980	553	615	782	955	734	1187	1017	841
ENSSSCG00000036361	0	0	0	1	0	0	0	0	0	0	0	0
ENSSSCG00000036362	4	4	4	3	10	9	15	1	12	6	3	21
ENSSSCG00000036363	5	6	9	21	20	41	88	92	215	131	152	158
ENSSSCG00000036367	4	1	8	12	2	6	16	4	10	21	11	13
ENSSSCG00000036376	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000036377	10	29	134	56	0	0	53	1	0	0	0	0
ENSSSCG00000036381	995	1052	3781	3968	1506	1912	3701	3618	2710	2890	2900	2846
ENSSSCG00000036383	140	106	516	677	122	128	1194	779	304	302	360	195
ENSSSCG00000036385	410	414	1371	1451	621	674	1923	1631	941	953	878	994
ENSSSCG00000036387	149	174	260	261	245	232	282	281	433	386	407	376
ENSSSCG00000036391	22	21	84	81	19	34	108	60	27	30	24	20
ENSSSCG00000036392	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000036395	0	0	7	8	3	1	9	10	14	3	8	15
ENSSSCG00000036398	0	0	0	0	0	0	1	0	2	0	3	1
ENSSSCG00000036400	0	0	4	0	0	0	0	0	1	0	0	0
ENSSSCG00000036402	3330	3776	1805	1688	6821	9823	3137	1975	4178	5341	3128	5908
ENSSSCG00000036403	9	29	39	82	21	18	103	105	335	263	320	288
ENSSSCG00000036408	0	0	0	0	0	0	1	0	0	0	0	0
ENSSSCG00000036409	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000036411	532	598	665	669	1109	1114	1496	1235	2209	2004	1743	2235
ENSSSCG00000036412	0	0	1	0	2	0	0	2	0	1	0	3
ENSSSCG00000036413	0	1	1	0	0	0	0	0	0	1	0	0
ENSSSCG00000036416	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000036417	36	25	34	26	35	33	65	51	34	40	50	49
ENSSSCG00000036418	1134	977	3894	4001	541	701	4727	4287	2768	1962	2223	2569
ENSSSCG00000036420	11	5	31	25	1	7	53	44	22	16	22	17
ENSSSCG00000036423	1856	1892	3277	3497	2767	2751	5042	5001	4811	4899	4870	4540
ENSSSCG00000036427	0	0	3	2	4	5	19	14	26	22	35	30
ENSSSCG00000036431	1457	1438	2490	2255	2218	2976	4096	3195	5094	5956	4642	5270
ENSSSCG00000036435	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000036436	535	659	3642	3343	759	709	1153	1568	635	1123	680	885
ENSSSCG00000036437	43	48	46	104	45	56	42	28	12	32	13	18
ENSSSCG00000036438	98	143	204	305	223	147	674	817	449	271	265	542
ENSSSCG00000036439	0	0	0	1	4	1	1	3	20	11	10	16
ENSSSCG00000036441	17	3	12	11	18	38	69	91	223	701	800	327
ENSSSCG00000036443	2	0	1	1	0	2	0	0	1	3	2	1
ENSSSCG00000036444	0	2	1	4	4	2	14	5	14	16	32	23
ENSSSCG00000036445	107	264	630	294	5	5	57	121	4	8	9	4
ENSSSCG00000036446	461	535	1563	1424	1051	962	1910	1962	2006	1946	1792	2173
ENSSSCG00000036449	0	0	4	0	2	3	0	3	1	2	0	0
ENSSSCG00000036451	3	20	20	13	4	7	64	45	66	45	71	50
ENSSSCG00000036452	4658	4601	5481	8280	7732	6724	10817	11661	2325	3858	2706	2051
ENSSSCG00000036453	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000036454	36	48	161	131	43	81	177	165	84	140	122	95
ENSSSCG00000036457	65	36	26	50	35	24	129	125	67	55	73	85
ENSSSCG00000036460	0	0	0	0	0	0	0	1	0	0	0	0
ENSSSCG00000036461	119	96	355	309	447	338	216	92	436	546	489	449
ENSSSCG00000036463	0	0	0	1	0	0	0	3	0	0	0	0
ENSSSCG00000036465	0	0	2	0	2	6	4	0	17	8	12	10
ENSSSCG00000036466	407	406	681	728	610	617	1332	1150	786	812	862	805
ENSSSCG00000036470	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000036472	88	158	470	315	218	178	231	198	150	224	172	181
ENSSSCG00000036474	132	362	1175	664	0	0	57	1	4	1	0	0
ENSSSCG00000036475	51	38	72	105	103	53	107	159	30	57	110	24
ENSSSCG00000036476	1666	1538	4419	4563	2071	2562	5225	4546	3323	3453	3315	3312
ENSSSCG00000036480	139	71	101	96	776	934	31	41	1891	2758	2161	2247
ENSSSCG00000036482	383	341	1230	1044	690	656	1514	1587	1117	1207	1159	1193
ENSSSCG00000036483	1093	1345	2698	2386	1712	1540	3678	3230	1763	2024	1854	1769
ENSSSCG00000036487	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000036488	1248	1388	4183	4443	2497	2885	6117	5052	3048	3035	3067	3184
ENSSSCG00000036491	1990	2173	4657	5106	3083	3489	6017	5509	5168	5088	4882	5488
ENSSSCG00000036492	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000036494	2062	2061	2952	3023	1857	1570	3846	3238	1759	1963	1956	1708
ENSSSCG00000036495	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000036499	25	18	63	70	12	6	228	44	17	35	24	20
ENSSSCG00000036500	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000036501	4440	4828	7290	6883	8511	9287	10841	8174	7889	9666	8235	8416
ENSSSCG00000036503	317	336	994	860	276	346	1119	869	282	272	263	271
ENSSSCG00000036504	0	0	3	2	0	0	0	0	2	1	5	0
ENSSSCG00000036505	2338	2444	5223	4405	4143	4846	13066	10780	5481	5309	5659	4865
ENSSSCG00000036509	199	267	693	634	416	490	1062	834	854	887	859	894
ENSSSCG00000036512	748	857	1921	2979	6421	5754	1700	1891	6998	7919	7818	6186
ENSSSCG00000036513	0	0	0	0	0	0	0	0	1	0	0	0
ENSSSCG00000036515	16	34	128	115	57	43	72	56	370	210	272	288
ENSSSCG00000036516	179	175	369	352	218	188	348	302	301	286	322	193
ENSSSCG00000036518	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000036520	863	1052	3835	3489	220	245	2316	1147	391	315	426	375
ENSSSCG00000036521	30	35	31	68	242	147	150	134	548	432	380	596
ENSSSCG00000036523	2	2	6	6	6	2	3	9	2	5	1	2
ENSSSCG00000036527	343	376	1633	1549	956	967	2147	2223	2485	2281	2409	2283
ENSSSCG00000036528	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000036529	219	227	421	449	317	273	613	487	400	446	442	479
ENSSSCG00000036530	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000036532	1	1	1	0	1	1	1	1	5	1	0	0
ENSSSCG00000036534	7716	7663	96	66	26202	26692	185	87	38072	67835	74418	30643
ENSSSCG00000036536	223	247	401	365	280	307	619	717	650	583	581	582
ENSSSCG00000036537	1088	914	3707	3803	4181	3971	4117	3883	6247	6840	6758	6847
ENSSSCG00000036539	0	0	0	2	0	0	0	0	0	0	0	0
ENSSSCG00000036541	3	3	0	1	29	19	2	0	27	36	32	28
ENSSSCG00000036542	173	257	823	599	200	185	696	325	312	397	402	389
ENSSSCG00000036544	225	304	195	134	135	66	40	56	44	139	105	40
ENSSSCG00000036545	0	0	1	0	0	0	0	0	2	0	1	5
ENSSSCG00000036546	251	310	1006	810	620	577	1310	1191	1000	1064	901	1032
ENSSSCG00000036547	0	0	0	0	0	0	0	0	20	5	10	12
ENSSSCG00000036549	10441	12041	11262	10028	12832	12287	28881	22177	11024	11697	11133	10788
ENSSSCG00000036551	265	174	0	0	312	318	2	0	630	1847	2307	497
